Object ID,County GNIS Code,fips,Area of Land (Square Meters),Area of Water (Square Meters),county,state,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range) - Margin of Error,"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder under 25 years - Margin of Error","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 25 to 44 years - Margin of Error","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 45 to 64 years - Margin of Error","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Householder 65 years and over - Margin of Error","Median Household Income in past 12 months, Black or African American Householder","Median Household Income in past 12 months, Black or African American Householder - Margin of Error","Median Household Income in past 12 months, American Indian and Alaska Native Householder","Median Household Income in past 12 months, American Indian and Alaska Native Householder - Margin of Error","Median Household Income in past 12 months, Asian Householder","Median Household Income in past 12 months, Asian Householder - Margin of Error","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder - Margin of Error","Median Household Income in past 12 months, Some Other Race Householder","Median Household Income in past 12 months, Some Other Race Householder - Margin of Error","Median Household Income in past 12 months, 2 or More Races Householder","Median Household Income in past 12 months, 2 or More Races Householder - Margin of Error","Median Household Income in past 12 months, Non-Hispanic White Householder","Median Household Income in past 12 months, Non-Hispanic White Householder - Margin of Error","Median Household Income in past 12 months, Hispanic or Latino Householder","Median Household Income in past 12 months, Hispanic or Latino Householder - Margin of Error",Total Households,Total Households - Margin of Error,Households with any self-employment income in past 12 months,Households with any self-employment income in past 12 months - Margin of Error,Households with no self-employment income in past 12 months,Households with no self-employment income in past 12 months - Margin of Error,Percent of households with any self-employment income,Percent of households with any self-employment income - Margin of Error,x,y
431,01687424,13089,693405943,8955544,DeKalb County,Georgia,59280,920,26132,3325,60858,1580,68358,1727,46872,1752,48026,959,31719,8044,65187,5735,2499,,33248,3970,52357,8644,91169,2147,45456,3572,277757,1421,29651,1234,248106,1850,10.7,0.440903644169275,-84.2264554938707,33.7716736477226
432,00348116,13091,1284516931,18550206,Dodge County,Georgia,35757,3008,38399,23820,39872,8201,37622,5642,30971,4532,19917,4176,,,,,,,,,40764,2079,43489,3648,,,7694,414,677,173,7017,459,8.8,2.19809245628343,-83.1684143335969,32.1724299840482
433,00351608,13093,1016908429,12142109,Dooly County,Georgia,35629,4672,17600,7118,35625,13644,47696,13764,28302,8534,27308,6466,,,,,,,41053,22100,48250,40630,48761,5608,38516,15090,4861,303,609,186,4252,309,12.5,3.74583630592273,-83.7987672978438,32.1572682181986
434,00351259,13095,851183464,15352849,Dougherty County,Georgia,37633,1632,16344,6072,35640,2197,45299,3482,36162,3704,31481,1530,26089,5238,,,,,,,30938,18719,56320,2598,46815,17785,34780,567,2113,283,32667,644,6.1,0.807635716911432,-84.2162565269879,31.533426117027
435,01686467,13097,518246643,2531970,Douglas County,Georgia,62147,1953,42024,12208,61485,3022,70033,3823,46898,4117,61187,3388,39219,22264,96790,39172,,,63824,9894,66797,10279,62861,2050,55013,9737,48968,505,4949,510,44019,618,10.1,1.03626805063712,-84.7679513906848,33.7018919972338
436,00345041,13099,1327626600,9702715,Early County,Georgia,31567,4977,21326,1915,30313,11320,45058,10262,23730,2995,20908,1193,,,,,,,,,,,42235,7450,33571,11091,4082,156,228,78,3854,175,5.6,1.89886787680099,-84.8710942223505,31.3782811648593
437,00348092,13101,1088849470,809587,Echols County,Georgia,34447,4234,,,34097,5432,38816,13132,30560,5813,2499,,54750,45819,,,,,21477,9081,,,40000,8190,20546,2061,1559,119,130,59,1429,131,8.3,3.73056781904574,-82.8939800015469,30.710166163897
438,00350219,13103,1240066122,10679265,Effingham County,Georgia,65153,3058,45333,8069,74740,5544,75166,8033,39777,6031,51384,4762,43365,25729,,,,,,,82961,47433,68083,2853,53169,15943,20489,327,1559,274,18930,445,7.6,1.33177780703917,-81.3413787170066,32.3675228739426
439,00347828,13105,909338654,59876817,Elbert County,Georgia,37943,2933,35875,12939,39720,8836,47687,4390,26825,2605,26220,3641,,,,,,,,,43750,39896,43636,4929,43438,15407,7491,279,745,125,6746,300,9.9,1.6270384279881,-82.8401425274685,34.1169055736456
440,00347508,13107,1762672231,24896323,Emanuel County,Georgia,34946,2845,19663,8668,36899,4571,41022,3893,26862,2563,27018,4478,,,,,,,43962,6707,,,39004,2752,42571,3150,8392,269,721,208,7671,277,8.6,2.46320370017298,-82.301690450722,32.5900295562799
441,00345923,13109,473694909,10295112,Evans County,Georgia,39701,4130,25521,3289,35296,7876,54167,12822,37629,10444,28480,4439,,,,,,,24840,5747,,,55855,7543,26827,17903,4006,159,386,114,3620,167,9.6,2.81991620137217,-81.8869082111433,32.1568317389658
442,00351094,13111,1002402372,13668467,Fannin County,Georgia,45647,4013,48839,32507,67500,12609,53640,5639,35173,3932,,,2499,,13800,157,,,,,26858,18717,46259,4317,62019,34305,10461,479,1600,269,8861,421,15.3,2.47424915580933,-84.3577757523072,34.907320089269
443,01687740,13113,503420082,12825181,Fayette County,Georgia,87272,3332,41627,14398,88750,4667,112141,6210,61127,4369,84499,8360,27829,15985,90043,10323,,,44659,9965,76825,23897,90653,3718,60166,11785,39753,443,4247,418,35506,569,10.7,1.04473128934242,-84.4942071049102,33.4140381732277
444,00353665,13115,1320434486,22384089,Floyd County,Georgia,46367,1732,22112,6722,47092,2809,58890,5506,37158,2873,32734,3852,,,51767,20421,,,36667,24913,38324,6134,52385,3070,31128,2249,35633,519,2791,354,32842,638,7.8,0.986889037362882,-85.2142324942542,34.2633888928147
445,01673358,13117,581585477,58452911,Forsyth County,Georgia,101743,2005,58665,14226,110698,3016,116345,3015,53709,2333,90760,5608,85952,31083,137026,7050,,,57014,48665,96154,27335,100561,2577,62848,6572,73675,456,9456,467,64219,650,12.8,0.628867448452067,-84.1250005265552,34.225641925263
446,00349324,13119,677438935,12735191,Franklin County,Georgia,40198,3422,37115,25679,42799,7691,49914,7524,31604,3048,26750,17439,,,,,,,61406,61368,,,40779,3927,50950,31907,8305,273,911,177,7394,302,11,2.10052196316145,-83.2291784473365,34.3755214708469
447,01694833,13121,1364248547,19674940,Fulton County,Georgia,64787,809,30276,3154,68356,1057,79729,1719,44466,1457,40973,793,44131,17110,104451,4977,109022,89084,49561,8446,64112,6859,101649,1286,53825,2333,400016,1948,41888,1450,358128,2114,10.5,0.358880610990705,-84.6624622771763,33.5843121558113
448,00351260,13123,1103886887,12283371,Gilmer County,Georgia,49389,4701,43382,2274,55938,5338,57146,7357,39179,3097,50583,34562,,,,,,,56102,49432,,,49818,5170,39706,31456,11645,558,1461,259,10184,525,12.5,2.1413401662007,-84.4556371629404,34.6913037609144
449,00345642,13125,372299246,1832723,Glascock County,Georgia,41686,3953,35750,2619,51169,6544,43750,9416,29844,11720,41169,13506,,,,,,,,,,,42071,6028,,,1105,79,69,34,1036,73,6.2,3.04436487273757,-82.6106902723604,33.2293271325705
450,01671513,13127,1086631796,429153067,Glynn County,Georgia,50672,2016,22161,8989,48177,3652,61588,6061,47167,3042,34229,5449,,,48533,20456,,,56325,21783,73674,22224,59570,3846,36042,21319,33777,620,3465,377,30312,632,10.3,1.10014563067452,-81.5396005112563,31.2307976708821
451,00356672,13129,921598697,5729802,Gordon County,Georgia,44313,2530,35792,12068,46580,3737,53591,4464,30478,2297,22941,9004,75323,47352,49519,39278,,,36904,13139,40000,13104,45578,2327,40625,9972,20294,381,1476,279,18818,393,7.3,1.3679929016144,-84.8757540568171,34.5034337924034
452,00351261,13131,1177152222,14925881,Grady County,Georgia,42348,4301,33750,9504,46514,6638,53507,9813,30021,3599,26971,2895,21579,993,,,,,31938,4398,48462,29376,50482,3947,32326,10461,9037,287,937,201,8100,371,10.4,2.199679427063,-84.2344391416009,30.8748783408558
453,00348672,13133,1004011853,48069851,Greene County,Georgia,49755,3969,37750,26178,39470,7410,51889,3432,55302,4188,25641,4598,,,,,,,,,,,67136,7700,,,7004,268,545,118,6459,272,7.8,1.65823339632144,-83.1666811654102,33.5789398273054
454,01688166,13135,1115127417,16080075,Gwinnett County,Georgia,67769,1111,38314,3326,62799,1625,82139,1712,51392,1649,63150,1690,45108,11710,62834,2993,,,46078,2455,62100,9344,82614,1612,48691,2516,288724,1416,35108,1386,253616,2001,12.2,0.47632460137689,-84.0235962871039,33.9618802675856
455,00351383,13137,716980219,5802042,Habersham County,Georgia,49140,2426,26042,18704,53832,4916,57376,5502,33139,3292,66875,33080,23264,3198,57656,7864,,,42063,20541,43125,16197,49020,2789,47530,8797,15195,415,1432,221,13763,459,9.4,1.4314696604805,-83.531134820479,34.63117522266
456,01686953,13139,1017824021,94056095,Hall County,Georgia,59898,1521,40975,3817,57856,2454,71693,3254,50460,2455,40599,2732,83021,59196,56875,12079,,,47679,4470,62917,20684,66570,2077,48080,2195,63931,684,6590,520,57341,815,10.3,0.80586544774462,-83.819639421705,34.3170947212731
457,00348209,13141,1220058034,17479744,Hancock County,Georgia,31984,3016,,,33421,14750,32329,10339,31974,2905,27254,4952,,,,,,,,,,,72768,19829,,,2991,455,196,102,2795,441,6.6,3.26127909770091,-83.0006636524994,33.2705777974919
458,00350637,13143,730804585,2616531,Haralson County,Georgia,46353,3132,42074,5099,59362,9321,56310,8942,30000,4695,45329,31722,,,,,,,,,28750,24515,46650,3481,,,11128,275,1068,243,10060,369,9.6,2.17076246286275,-85.2110233841742,33.7943157629807
459,00326700,13145,1201359255,23592423,Harris County,Georgia,74261,5550,26667,13274,80563,12245,93460,9571,49726,8507,46518,10234,,,,,,,117303,1962,97569,32910,79561,5050,79831,31362,12158,326,1252,275,10906,337,10.3,2.24496823615263,-84.9090139709041,32.7361159569042
460,01687995,13147,601968095,63523958,Hart County,Georgia,41358,3440,40500,11060,40061,8355,48017,8577,38234,6170,26654,6896,,,,,,,38220,11741,2499,,45874,5160,27292,15106,10019,419,939,197,9080,442,9.4,1.92680293873374,-82.9642509158697,34.3509889678633
461,00347067,13149,766640654,13190449,Heard County,Georgia,48094,3718,32826,14514,52306,6972,61820,6251,26274,4181,29167,18801,,,,,,,,,22232,15039,49231,3497,,,4489,162,497,123,3992,178,11.1,2.71074342712675,-85.1282782760682,33.2971307921194
462,01671894,13151,825296434,20290464,Henry County,Georgia,68609,1427,36429,7492,67891,2501,80194,2949,48217,3278,67098,2149,,,78933,10117,,,32416,10001,63358,6937,71456,2378,51820,13245,73826,793,6956,661,66870,1068,9.4,0.889610000357386,-84.1541959673252,33.4531051681698
463,01671693,13153,973983087,10007635,Houston County,Georgia,58770,2272,41919,8764,56258,5555,71503,4026,46309,2421,47343,3598,36776,27782,61473,19995,,,46351,30105,60625,29061,65760,2743,49738,7535,56146,694,4403,534,51743,899,7.8,0.946139338590545,-83.6662152524217,32.4591860226867
464,00352302,13155,917795231,21756147,Irwin County,Georgia,32339,7020,14821,12315,45214,18512,39915,15469,23750,7943,18929,2649,,,,,,,,,,,40878,9794,2499,,3291,164,216,83,3075,170,6.6,2.50073166564963,-83.2496592704498,31.5644505335778
465,00349570,13157,879731646,8891394,Jackson County,Georgia,62495,1852,40341,25165,69626,5021,69602,4602,41682,4368,39654,12219,,,59726,8894,,,50379,16689,53089,3901,64394,2103,63370,15770,22034,445,2331,338,19703,480,10.6,1.5190409102703,-83.5663641632657,34.1339690305049
466,00346144,13159,954172363,13096043,Jasper County,Georgia,43284,5147,35313,14160,50841,8238,52123,7089,35357,4626,39023,8797,,,,,,,55583,42700,50500,41911,44623,5525,,,5087,211,557,148,4530,229,10.9,2.87370967217256,-83.6880876162157,33.3165908984419
467,01687999,13161,857073381,11603478,Jeff Davis County,Georgia,36531,4084,2499,,46964,7959,37330,4053,27721,3122,33317,4651,,,,,,,,,,,38305,3227,29137,16533,5270,270,356,152,4914,322,6.8,2.86341065703833,-82.6369009321398,31.8057014449628
468,00345714,13163,1363760603,8070350,Jefferson County,Georgia,34300,3596,,,36458,13076,39624,5617,26699,3210,23224,5195,,,,,,,15948,3157,19732,17236,52838,5640,14856,6315,5609,248,481,107,5128,282,8.6,1.86958764726985,-82.4181406815632,33.0551527122754
469,00342985,13165,899567326,13334498,Jenkins County,Georgia,27311,4316,,,40908,7979,27477,11804,26482,1795,20995,5259,,,,,,,,,,,38413,5170,21354,14210,3409,270,264,122,3145,289,7.7,3.52580923097418,-81.9635203474298,32.7926002226294
470,00346664,13167,784815229,9256634,Johnson County,Georgia,39813,3957,40302,33035,44348,10964,50250,9480,25172,2392,26643,11139,,,,,,,,,,,42304,6579,,,3361,139,348,97,3013,157,10.4,2.85410169554314,-82.6601002234912,32.7015486516114
471,00345367,13169,1020296440,3827967,Jones County,Georgia,53155,4716,19681,17003,59644,8300,61857,8985,38818,4759,33425,6917,83571,22927,68906,39954,,,,,,,58571,4345,100682,9627,10510,289,803,206,9707,332,7.6,1.94874597144162,-83.5605468791999,33.0252577903554
472,00326713,13171,475264444,6044328,Lamar County,Georgia,41464,5554,,,40781,11497,44503,10515,34868,11880,25845,7074,,,,,,,,,,,49018,5379,31635,9220,6368,293,507,159,5861,294,8,2.46984018536633,-84.1394695731573,33.0766191751209
473,00348102,13173,509026287,8423356,Lanier County,Georgia,39104,7866,,,47163,4097,45489,10623,21215,7994,14150,9943,,,,,,,,,,,42267,5212,91250,67669,3724,200,262,130,3462,209,7,3.4703613471824,-83.0626611845651,31.0379864772804
474,00346568,13175,2090889583,28938930,Laurens County,Georgia,37369,1671,22373,10942,41570,4381,40459,2972,30213,3669,25614,3329,,,89000,35071,,,,,41181,3005,42980,2925,46691,24868,17183,369,1272,210,15911,425,7.4,1.21175500129585,-82.9222462438516,32.4639564814427
475,00343390,13177,921731013,15310683,Lee County,Georgia,65420,5625,45266,31400,72540,6557,76907,8184,50645,7631,49484,9247,,,91250,71632,,,,,92692,32953,71913,5925,,,10354,225,1067,242,9287,342,10.3,2.32650809689015,-84.1409891480205,31.7797077215359
476,00357095,13179,1337652375,222886508,Liberty County,Georgia,45959,1865,33750,4546,47050,2410,55736,3969,40247,6821,42663,2389,29023,10803,51515,14153,32366,14797,47225,7316,43063,24003,49620,2232,45758,5714,23232,524,1428,247,21804,560,6.1,1.05411070234201,-81.4947915306865,31.8282214569016
477,01688000,13181,544884788,121513274,Lincoln County,Georgia,41014,6098,30833,15026,42330,19447,46389,11172,34243,9841,30586,7853,,,,,,,,,,,48107,7055,,,3424,196,297,92,3127,204,8.7,2.64063922144501,-82.4321311381212,33.7615723457898
478,00326719,13183,1037013502,8855056,Long County,Georgia,55439,3560,36973,5165,57063,5358,56742,6654,39100,6628,55719,11237,18281,2334,51029,40292,43655,4221,31176,21551,78298,28373,57786,4424,29955,9134,5601,251,377,155,5224,271,6.7,2.75087499180458,-81.7458458815539,31.7527759661433
479,00326720,13185,1287622180,34761960,Lowndes County,Georgia,41390,1499,23385,2850,45812,2376,53745,3713,32477,2963,26105,1462,,,64706,33030,78750,13698,18281,16164,49839,8395,52339,2093,33619,11386,40472,531,2757,326,37715,619,6.8,0.800521292994596,-83.2520962363222,30.8289811512747
480,00357196,13187,732816473,3279685,Lumpkin County,Georgia,47488,3535,20805,8687,54912,6518,59343,11614,35214,5853,,,,,,,,,,,,,47988,3730,40817,7475,11649,364,1382,285,10267,458,11.9,2.41831362235286,-84.0119396374844,34.5516103073676
481,00348794,13189,666848710,23114025,McDuffie County,Georgia,39199,6752,,,34361,11067,52844,9452,34125,5120,26350,4535,,,,,,,17188,8431,,,56282,4742,18403,3219,8103,289,409,138,7694,314,5,1.69353149484099,-82.4814157724732,33.4830090890155
482,00356886,13191,1117201444,369176904,McIntosh County,Georgia,47114,3815,51815,22615,40758,6864,55801,6227,42558,12915,29009,7627,,,,,,,,,,,56257,5373,60198,58552,6033,368,538,152,5495,389,8.9,2.46005542832656,-81.4072690660168,31.495352958766
483,00346957,13193,1037709939,13841916,Macon County,Georgia,31999,2884,35921,24935,26861,6883,39987,4489,27617,6310,21050,5062,,,,,,,19828,13912,,,49967,3334,26513,14582,4673,258,284,92,4389,252,6.1,1.93995223398552,-84.0425254834646,32.3577850557145
484,01688004,13195,731225618,8461934,Madison County,Georgia,51701,3311,40456,4907,58880,8726,65752,9006,39024,4894,36125,22131,80991,19690,250001,,,,30257,9795,58571,21424,52620,3091,30214,6966,10712,292,1250,229,9462,322,11.7,2.11399182779379,-83.2090564993826,34.1278704273792
485,00344107,13197,947979449,3790127,Marion County,Georgia,44309,7123,,,53750,13625,52711,15979,34555,12810,35738,4976,,,,,,,,,,,52925,5420,56667,46085,3331,206,374,137,2957,222,11.2,4.05384104129883,-84.5246488602205,32.3535725906372
486,00346892,13199,1298162538,10832501,Meriwether County,Georgia,36351,3039,,,37214,6856,40558,9342,34088,4262,24435,3501,,,,,,,2499,,44261,5409,49722,6052,,,8151,321,551,159,7600,359,6.8,1.93242976114112,-84.6883161387013,33.0408580895188
487,00344088,13201,731471786,3211332,Miller County,Georgia,42927,5168,40500,24127,55708,8050,50294,9987,27229,4951,29028,17080,,,,,,,,,,,49426,4809,,,2300,129,283,87,2017,143,12.3,3.71912247846449,-84.7307230107266,31.1640415960431
488,00343645,13205,1326483091,4314212,Mitchell County,Georgia,37027,4098,26706,12685,44091,8389,38232,4430,26586,3608,29320,3689,,,,,,,,,205587,157320,47303,3999,23906,15767,7889,271,844,201,7045,311,10.7,2.52120689041223,-84.1942577756233,31.2254762390334
489,00343073,13207,1025872449,5643844,Monroe County,Georgia,54050,2837,28875,26616,57389,11123,77932,9504,33474,6576,32313,11349,,,59219,48291,,,,,36442,22045,62937,5091,,,9803,289,998,197,8805,330,10.2,1.98705035994381,-83.9186742063724,33.0140622931758
490,00352276,13209,624563060,9191488,Montgomery County,Georgia,40728,3459,36700,1826,49650,7706,46518,8699,26833,5836,27500,11195,,,,,,,40104,28541,,,45694,6660,30000,22632,3039,180,278,79,2761,174,9.1,2.54244657766052,-82.5348187089908,32.1735421022999
491,00346008,13211,899772835,18690549,Morgan County,Georgia,62530,3826,,,68182,9689,77766,9805,47097,6289,37417,11158,,,,,,,25658,20761,,,66786,6728,37853,16264,6656,183,824,178,5832,234,12.4,2.6525299991834,-83.4923989605745,33.5909564846392
492,01688005,13213,892235150,5719645,Murray County,Georgia,45238,3943,28688,15875,52586,4105,51061,4134,30475,3228,67500,27632,25385,16992,,,,,45688,25175,23750,23628,44909,3834,50162,9586,14081,333,670,156,13411,360,4.8,1.10214648391255,-84.7480692731488,34.7886729297522
493,00357428,13215,560569943,11845684,Muscogee County,Georgia,45389,1085,25388,1583,50141,2144,50764,3092,38912,3017,33613,1712,62615,16511,64567,8341,79459,30768,38652,9434,42946,10174,58528,2168,43424,3492,72924,769,4534,360,68390,841,6.2,0.489291433804809,-84.8770505413677,32.5100174453218
494,01673547,13217,709007143,14112186,Newton County,Georgia,53309,2381,33862,10744,54255,4326,61485,4355,45504,4761,52029,4846,31523,4972,,,,,,,42816,7800,56008,2937,45786,3012,36626,483,4001,528,32625,696,10.9,1.43438301822484,-83.8501887035582,33.5551501920499
495,00356774,13219,477412565,5295410,Oconee County,Georgia,88308,3682,41250,35573,88724,9400,105742,7531,59127,9561,49442,6448,,,104526,31133,,,34255,34021,48333,21079,90628,3266,68594,49717,13093,255,1959,273,11134,384,15,2.06462034315952,-83.4370973107365,33.8350133897455
496,00351262,13221,1137166381,7707062,Oglethorpe County,Georgia,44927,2995,27917,13454,48333,4936,53326,4803,32995,7381,23924,9630,,,,,,,42670,38068,,,49080,5526,43608,19823,5621,208,707,143,4914,228,12.6,2.50109356580708,-83.0806824078541,33.88079427801
497,00349912,13223,808831878,5309335,Paulding County,Georgia,66467,3103,37375,8034,70168,3442,75522,3559,39795,3976,62754,4773,30300,18534,75083,60424,,,58214,35483,46825,14722,68020,2608,67363,9871,52389,497,5481,621,46908,776,10.5,1.18120084526331,-84.8672819923719,33.9206697580596
498,00343153,13225,389188326,2678496,Peach County,Georgia,42802,3785,,,43136,6934,48905,6015,37415,6568,30622,2679,,,78843,60283,,,42609,14914,36375,18338,53942,2890,42463,2859,10103,291,682,227,9421,389,6.8,2.23842861903708,-83.8268625638005,32.5688361758074
499,01673011,13227,601027920,1693769,Pickens County,Georgia,64512,4909,50962,26117,66745,8443,73964,6615,50619,8720,,,,,112700,37524,,,,,69265,12087,64210,4477,,,11841,318,1310,269,10531,377,11.1,2.25225483369849,-84.4656573929294,34.464368201432
500,00349086,13229,881758989,7202170,Pierce County,Georgia,44167,4671,16421,910,51000,9759,55063,8013,36596,5649,17041,2398,,,,,,,61250,59828,2499,,48734,4705,36644,15933,7072,252,487,167,6585,302,6.9,2.34864145215754,-82.21274641559,31.3588464428415
501,00346482,13231,559659547,8596897,Pike County,Georgia,58765,4618,25655,15069,68241,8925,81250,10358,37674,4758,22893,5830,,,,,,,,,64400,5476,63603,6858,,,6106,173,578,133,5528,236,9.5,2.16161047368424,-84.3892335614927,33.0923312089193
502,00343585,13233,803751986,4688356,Polk County,Georgia,43491,2813,30659,17285,36409,5410,54961,4040,37759,4302,31725,9428,,,,,,,53398,6865,,,45925,3567,52552,18657,15011,412,1141,255,13870,489,7.6,1.68589505892586,-85.1881466760447,34.0018396488257
503,00347593,13235,645583955,5046606,Pulaski County,Georgia,38770,3756,57750,41483,35167,12683,42169,9697,37832,8122,18896,8196,,,,,,,,,34485,22820,47482,6025,30774,29506,3817,399,206,104,3611,418,5.4,2.66560804854432,-83.4759775685346,32.2323886826438
504,00347246,13237,892721781,41451859,Putnam County,Georgia,51245,4303,24018,22623,50635,9760,55893,8083,50529,7659,30833,9757,,,,,,,38674,12121,61083,4732,59732,4091,38477,3533,8660,387,786,234,7874,390,9.1,2.67146348372436,-83.3728336921283,33.3218763327535
505,00350547,13239,391703077,24158295,Quitman County,Georgia,30000,10407,,,33125,26548,42609,18316,26058,12482,28000,23889,,,,,,,,,21042,19868,31042,11194,,,934,88,59,31,875,93,6.3,3.26525919652302,-85.0187866388612,31.8673851292688
506,00351489,13241,958658901,17838924,Rabun County,Georgia,40902,2708,20568,19238,33289,7261,40073,5813,45479,4471,37000,32450,,,,,,,20110,15750,,,43167,3602,21793,17266,6563,376,819,167,5744,379,12.5,2.44206746971523,-83.4020421647581,34.8818234670546
507,00352242,13243,1109126228,6830041,Randolph County,Georgia,30914,3707,2499,,32000,6547,27129,5513,32012,4666,22083,6518,,,,,,,,,,,40000,4777,,,2616,213,156,81,2460,234,6,3.05802355378024,-84.754199044271,31.7627488575763
508,00358024,13245,839976498,11053834,Richmond County,Georgia,40644,1033,21639,4661,41743,1836,46622,2018,35053,1640,33497,1875,36266,3894,50403,7051,91286,47367,56715,13165,48900,16553,50714,2219,41940,4471,72165,905,3858,434,68307,913,5.3,0.59765089638871,-82.0735497233523,33.3597266255911
